tªn thuéc tÝnh	Cã Ph¶I Lµ TiÒn Tè Hay Kh«ng	 Ngò  Hµnh Yªu Cçu 	Yªu Cçu CÊp §é	ID Thuéc TÝnh 	Tham Sè 1 Tèi ThiÓu	Tham Sè 1 Tèi ®a	Tham Sè 2 Tèi ThiÓu	Tham Sè 2 Tèi ®a	Tham Sè 3 Tèi thiÓu	Tham Sè 3 tèi ®a	HiÖu Qu¶ ThuyÕt Minh
Kh¸ng B¨ng  ( D­¬ng )				232	70	70	-1	-1	0	0	0
Kh¸ng Háa ( D­¬ng )				230	70	70	-1	-1	0	0	0
Kh¸ng L«i ( D­¬ng )				229	70	70	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	95	95	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	95	95	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	95	95	-1	-1	0	0	0
Håi Phôc Sinh Lùc %				190	6	6	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	63	63	-1	-1	0	0	0
Thêi  Gian Phôc Håi(HiÖn) ( D­¬ng )				245	76	76	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	68	68	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng %				226	4	4	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	34	34	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	68	68	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng %				226	6	6	-1	-1	0	0	0
Håi Phôc Sinh Lùc %				190	25	25	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	95	95	-1	-1	0	0	0
Thêi  Gian Phôc Håi(HiÖn) ( D­¬ng )				245	76	76	-1	-1	0	0	0
§¨ng Long Cè S¬n Vò LiÖt KÜ N¨ng Vâ C«ng Vèn Cã KNVC				139	1	1	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	70	70	-1	-1	0	0	0
tèc ®é di chuyÓn				111	90	90	-1	-1	0	0	0
s¸c xuÊt Träng kÝch %				227	6	6	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	70	70	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	95	95	-1	-1	0	0	0
T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh				246	2800	2800	-1	-1	0	0	0
Gi¶m hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh				247	2800	2800	-1	-1	0	0	0
Lùc C«ng KÝch  S¸t Th­¬ng §èi Víi Boss Hoµng Kim %				255	10	20	-1	-1	0	0	0
Lùc C«ng KÝch  S¸t Th­¬ng §èi Víi Boss Hoµng Kim %				255	20	30	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	1500	1500	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	90	95	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	90	95	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	90	95	-1	-1	0	0	0
Sinh Lùc Tèi §a %				234	7	12	-1	-1	0	0	0
s¸c xuÊt T¨ng  S¸t  Th­¬ng 1				269	15	20	-1	-1	0	0	0
VÞ TRÝ Ch­a Cã Th«ng Tin				270	2	4	-1	-1	0	0	0
Thêi gian ®ãng b¨ng %				161	15	25	-1	-1	0	0	0
Ph¶n §ßn TÇm Xa (§iÓm)				120	4	7	-1	-1	0	0	0
thêi gian ®éc ph¸t -%				164	4	7	-1	-1	0	0	0
Thêi gian ®ãng b¨ng %				161	15	25	-1	-1	0	0	0
S¸c XuÊt T¹o Thµnh Cho¸ng %				261	3	5	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	85	85	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	85	85	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	85	85	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	100	100	-1	-1	0	0	0
VÞ TRÝ Ch­a Cã Th«ng Tin				270	4	4	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	1939	1939	-1	-1	0	0	0
s¸c xuÊt Träng kÝch %				227	1	1	-1	-1	0	0	0
s¸c xuÊt Träng kÝch %				227	2	2	-1	-1	0	0	0
s¸c xuÊt Träng kÝch %				227	3	3	-1	-1	0	0	0
s¸c xuÊt Träng kÝch %				227	4	4	-1	-1	0	0	0
s¸c xuÊt Träng kÝch %				227	5	5	-1	-1	0	0	0
s¸c xuÊt Träng kÝch %				227	6	6	-1	-1	0	0	0
s¸c xuÊt Träng kÝch %				227	7	7	-1	-1	0	0	0
s¸c xuÊt Träng kÝch %				227	8	8	-1	-1	0	0	0
s¸c xuÊt Träng kÝch %				227	9	9	-1	-1	0	0	0
s¸c xuÊt Träng kÝch %				227	10	10	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	2	2	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	4	4	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	6	6	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	8	8	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	10	10	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	12	12	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	14	14	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	16	16	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	18	18	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	20	20	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	50	50	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	100	100	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	150	150	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	200	200	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	250	250	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	300	300	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	350	350	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	400	400	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	450	450	-1	-1	0	0	0
§éc  S¸t Néi C«ng				172	500	500	-1	-1	0	0	0
Kh¸ng §éc (D­¬ng)				228	2	2	-1	-1	0	0	0
Kh¸ng §éc (D­¬ng)				228	4	4	-1	-1	0	0	0
Kh¸ng §éc (D­¬ng)				228	6	6	-1	-1	0	0	0
Kh¸ng §éc (D­¬ng)				228	8	8	-1	-1	0	0	0
Kh¸ng §éc (D­¬ng)				228	10	10	-1	-1	0	0	0
Kh¸ng §éc (D­¬ng)				228	12	12	-1	-1	0	0	0
Kh¸ng §éc (D­¬ng)				228	14	14	-1	-1	0	0	0
Kh¸ng §éc (D­¬ng)				228	16	16	-1	-1	0	0	0
Kh¸ng §éc (D­¬ng)				228	18	18	-1	-1	0	0	0
Kh¸ng §éc (D­¬ng)				228	20	20	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	50	50	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	100	100	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	150	150	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	200	200	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	250	250	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	300	300	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	350	350	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	400	400	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	450	450	-1	-1	0	0	0
B¨ng  S¸t Néi C«ng (§iÓm)				169	500	500	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	2	2	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	4	4	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	6	6	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	8	8	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	10	10	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	12	12	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	14	14	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	16	16	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	18	18	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	20	20	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	50	50	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	100	100	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	150	150	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	200	200	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	250	250	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	300	300	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	350	350	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	400	400	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	450	450	-1	-1	0	0	0
Háa S¸t Néi C«ng				170	500	500	-1	-1	0	0	0
Kh¸ng Háa ( D­¬ng )				230	2	2	-1	-1	0	0	0
Kh¸ng Háa ( D­¬ng )				230	4	4	-1	-1	0	0	0
Kh¸ng Háa ( D­¬ng )				230	6	6	-1	-1	0	0	0
Kh¸ng Háa ( D­¬ng )				230	8	8	-1	-1	0	0	0
Kh¸ng Háa ( D­¬ng )				230	10	10	-1	-1	0	0	0
Kh¸ng Háa ( D­¬ng )				230	12	12	-1	-1	0	0	0
Kh¸ng Háa ( D­¬ng )				230	14	14	-1	-1	0	0	0
Kh¸ng Háa ( D­¬ng )				230	16	16	-1	-1	0	0	0
Kh¸ng Háa ( D­¬ng )				230	18	18	-1	-1	0	0	0
Kh¸ng Háa ( D­¬ng )				230	20	20	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	50	50	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	100	100	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	150	150	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	200	200	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	250	250	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	300	300	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	350	350	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	400	400	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	450	450	-1	-1	0	0	0
L«i  S¸t Néi C«ng				171	500	500	-1	-1	0	0	0
Kh¸ng L«i ( D­¬ng )				229	2	2	-1	-1	0	0	0
Kh¸ng L«i ( D­¬ng )				229	4	4	-1	-1	0	0	0
Kh¸ng L«i ( D­¬ng )				229	6	6	-1	-1	0	0	0
Kh¸ng L«i ( D­¬ng )				229	8	8	-1	-1	0	0	0
Kh¸ng L«i ( D­¬ng )				229	10	10	-1	-1	0	0	0
Kh¸ng L«i ( D­¬ng )				229	12	12	-1	-1	0	0	0
Kh¸ng L«i ( D­¬ng )				229	14	14	-1	-1	0	0	0
Kh¸ng L«i ( D­¬ng )				229	16	16	-1	-1	0	0	0
Kh¸ng L«i ( D­¬ng )				229	18	18	-1	-1	0	0	0
Kh¸ng L«i ( D­¬ng )				229	20	20	-1	-1	0	0	0
T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh				246	1500	1500	-1	-1	0	0	0
Gi¶m hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh				247	1500	1500	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	10	10	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	20	20	-1	-1	0	0	0
Håi Phôc Sinh Lùc %				190	4	4	-1	-1	0	0	0
T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh				246	2000	2000	-1	-1	0	0	0
Gi¶m hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh				247	2000	2000	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	15	15	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	25	25	-1	-1	0	0	0
Håi Phôc Sinh Lùc %				190	5	5	-1	-1	0	0	0
T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh				246	2500	2500	-1	-1	0	0	0
Gi¶m hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh				247	2500	2500	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	20	20	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	30	30	-1	-1	0	0	0
Håi Phôc Sinh Lùc %				190	6	6	-1	-1	0	0	0
s¸c xuÊt Träng kÝch %				227	5	5	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng %				226	5	5	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	15	15	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	1500	1500	-1	-1	0	0	0
s¸c xuÊt Bá Qua Kh¸ng TÊt C¶1				268	6	6	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	1500	1500	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	1500	1500	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	2000	2000	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	1800	1800	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	1500	1500	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	30	30	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	25	25	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	20	20	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	20	20	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	20	20	-1	-1	0	0	0
Håi Phôc Sinh Lùc				88	15	15	-1	-1	0	0	0
Håi Phôc Sinh Lùc				88	15	15	-1	-1	0	0	0
Håi Phôc Sinh Lùc				88	15	15	-1	-1	0	0	0
Håi Phôc Sinh Lùc				88	15	15	-1	-1	0	0	0
Håi Phôc Sinh Lùc				88	15	15	-1	-1	0	0	0
B¶o·NÆng §¸nh S¸c XuÊt KNVC				139	3	3	-1	-1	1902	1902	0
B¶o· Phong C¸ch §¶ng S¸c XuÊt KNVC				139	3	3	-1	-1	1903	1903	0
B¶o· L«i S¸t Th­¬ng KÜ n¨ng G©y ra  KNVC				139	2	2	-1	-1	1904	1904	0
B¶o·L­uTinhSinh MÖnh LùcGia T¨ng KNVC				139	2	2	-1	-1	1905	1905	0
B¶o·L«iBá Qua Kh¸ng TÊt C¶KNVC				139	1	1	-1	-1	1906	1906	0
Gi¶m §I THêi GIan Tróng §éc				108	95	100	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	95	100	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	95	100	-1	-1	0	0	0
Ph¶n §ßn TÇm Xa (§iÓm)				120	6	9	-1	-1	0	0	0
Sinh Lùc Tèi §a %				234	9	14	-1	-1	0	0	0
thêi gian ®éc ph¸t -%				164	6	9	-1	-1	0	0	0
s¸c xuÊt Träng kÝch %				227	3	4	-1	-1	0	0	0
s¸c xuÊt T¨ng  S¸t  Th­¬ng 1				269	20	25	-1	-1	0	0	0
VÞ TRÝ Ch­a Cã Th«ng Tin				270	3	5	-1	-1	0	0	0
S¸c XuÊt T¹o Thµnh Cho¸ng %				261	5	7	-1	-1	0	0	0
B¶o·L«iBá Qua Kh¸ng TÊt C¶KNVC				139	1	1	-1	-1	1906	1906	0=======
B¶o·L«iBá Qua Kh¸ng TÊt C¶KNVC				139	1	1	-1	-1	1906	1906	0
Gi¶m §I THêi GIan Tróng §éc				108	95	100	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	95	100	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	95	100	-1	-1	0	0	0
Ph¶n §ßn TÇm Xa (§iÓm)				120	6	9	-1	-1	0	0	0
Sinh Lùc Tèi §a %				234	9	14	-1	-1	0	0	0
thêi gian ®éc ph¸t -%				164	6	9	-1	-1	0	0	0
s¸c xuÊt Träng kÝch %				227	3	4	-1	-1	0	0	0
s¸c xuÊt T¨ng  S¸t  Th­¬ng 1				269	20	25	-1	-1	0	0	0
VÞ TRÝ Ch­a Cã Th«ng Tin				270	3	5	-1	-1	0	0	0
S¸c XuÊt T¹o Thµnh Cho¸ng %				261	5	7	-1	-1	0	0	0
Søc M¹nh (§iÓm)				97	20	20	-1	-1	0	0	0
Søc M¹nh (§iÓm)				97	20	20	-1	-1	0	0	0
Søc M¹nh (§iÓm)				97	40	40	-1	-1	0	0	0
Søc M¹nh (§iÓm)				97	60	60	-1	-1	0	0	0
Søc M¹nh (§iÓm)				97	80	80	-1	-1	0	0	0
Søc M¹nh (§iÓm)				97	100	100	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	20	20	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	40	40	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	60	60	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	80	80	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	100	100	-1	-1	0	0	0
Néi C«ng (§iÓm)				100	20	20	-1	-1	0	0	0
Néi C«ng (§iÓm)				100	40	40	-1	-1	0	0	0
Néi C«ng (§iÓm)				100	60	60	-1	-1	0	0	0
Néi C«ng (§iÓm)				100	80	80	-1	-1	0	0	0
Néi C«ng (§iÓm)				100	100	100	-1	-1	0	0	0
Th©n Ph¸p (§iÓm)				98	20	20	-1	-1	0	0	0
Th©n Ph¸p (§iÓm)				98	40	40	-1	-1	0	0	0
Th©n Ph¸p (§iÓm)				98	60	60	-1	-1	0	0	0
Th©n Ph¸p (§iÓm)				98	80	80	-1	-1	0	0	0
Th©n Ph¸p (§iÓm)				98	100	100	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	300	300	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	600	600	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	900	900	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	1200	1200	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	1500	1500	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim %				277	1	1	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim %				277	2	2	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim %				277	3	3	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim %				277	4	4	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim %				277	5	5	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc %				279	1	1	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc %				279	2	2	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc %				279	3	3	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc %				279	4	4	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc %				279	5	5	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thñy 1%				281	1	1	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thñy 2%				281	2	2	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thñy 3%				281	3	3	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thñy 4%				281	4	4	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thñy 5%				281	5	5	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Háa 1%				283	1	1	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Háa 2%				283	2	2	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Háa 3%				283	3	3	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Háa 4%				283	4	4	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Háa 5%				283	5	5	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thæ 1%				285	1	1	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thæ 2%				285	2	2	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thæ 3%				285	3	3	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thæ 4%				285	4	4	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Thæ 5%				285	5	5	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	1240	1240	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	1340	1340	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	1240	1240	-1	-1	0	0	0
Néi Lùc Tèi §a( d­¬ng )				235	1340	1340	-1	-1	0	0	0
Kh¸ng L«i ( D­¬ng )				229	83	83	-1	-1	0	0	0
Kh¸ng §éc (D­¬ng)				228	85	85	-1	-1	0	0	0
Kh¸ng B¨ng  ( D­¬ng )				232	85	85	-1	-1	0	0	0
Kh¸ng Háa ( D­¬ng )				230	85	85	-1	-1	0	0	0
Kh¸ng L«i ( D­¬ng )				229	80	80	-1	-1	0	0	0
Gi¶m §I THêi GIan Tróng §éc				108	110	110	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	110	110	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	110	110	-1	-1	0	0	0
Håi Phôc Sinh Lùc %				190	7	7	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	78	78	-1	-1	0	0	0
Thêi  Gian Phôc Håi(HiÖn) ( D­¬ng )				245	76	76	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	83	83	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng %				226	5	5	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng )				241	36	36	-1	-1	0	0	0
T¨ng C«ng KÝch KÜ N¨ng %				243	83	83	-1	-1	0	0	0
X¸c XuÊt Hãa Gi¶i S¸t Th­¬ng %				226	7	7	-1	-1	0	0	0
Håi Phôc Sinh Lùc %				190	25	25	-1	-1	0	0	0
Gi¶m Thêi Gian lµm chËm %				106	110	110	-1	-1	0	0	0
Thêi  Gian Phôc Håi(HiÖn) ( D­¬ng )				245	76	76	-1	-1	0	0	0
TruyÒn  K× Cè S¬n VâLiÖt Tho¸t KÜ N¨ng Vâ C«ng Vèn Cã KNVC				139	1	1	-1	-1	0	0	0
Míi TriÖt Tiªu S¸t Th­¬ng (§iÓm)				237	85	85	-1	-1	0	0	0
tèc ®é di chuyÓn				111	100	100	-1	-1	0	0	0
s¸c xuÊt Träng kÝch %				227	7	7	-1	-1	0	0	0
Kh¸ng TÊt C¶ ( D­¬ng)				231	85	85	-1	-1	0	0	0
Gi¶m §I THêi Gian Cho¸ng				110	110	110	-1	-1	0	0	0
Søc M¹nh (§iÓm)				97	120	120	-1	-1	0	0	0
Søc M¹nh (§iÓm)				97	140	140	-1	-1	0	0	0
Søc M¹nh (§iÓm)				97	160	160	-1	-1	0	0	0
Søc M¹nh (§iÓm)				97	180	180	-1	-1	0	0	0
Søc M¹nh (§iÓm)				97	200	200	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	120	120	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	140	140	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	160	160	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	180	180	-1	-1	0	0	0
Sinh KhÝ (§iÓm)				99	200	200	-1	-1	0	0	0
Néi C«ng (§iÓm)				100	120	120	-1	-1	0	0	0
Néi C«ng (§iÓm)				100	140	140	-1	-1	0	0	0
Néi C«ng (§iÓm)				100	160	160	-1	-1	0	0	0
Néi C«ng (§iÓm)				100	180	180	-1	-1	0	0	0
Néi C«ng (§iÓm)				100	200	200	-1	-1	0	0	0
Th©n Ph¸p (§iÓm)				98	120	120	-1	-1	0	0	0
Th©n Ph¸p (§iÓm)				98	140	140	-1	-1	0	0	0
Th©n Ph¸p (§iÓm)				98	160	160	-1	-1	0	0	0
Th©n Ph¸p (§iÓm)				98	180	180	-1	-1	0	0	0
Th©n Ph¸p (§iÓm)				98	200	200	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	1800	1800	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	2100	2100	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	2400	2400	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	2700	2700	-1	-1	0	0	0
Sinh Lùc ( D­¬ng )				233	3000	3000	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim %				277	6	6	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim %				277	7	7	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim %				277	8	8	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim %				277	9	9	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Kim %				277	10	10	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc %				279	6	6	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc %				279	7	7	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc %				279	8	8	-1	-1	0	0	0
Gi¶m hiÖu qu¶ kh¾c chÕ cña b¶n th©n ®èi víi hÖ Méc %				279	9	9	-1	-1	0	0	0
