Name	TransLife	CurrentLevel	CurrentExp	CurrentExpPercent
ÙÙOngTrumÙÙ	5	191	88.596285825	69
56765756	5	150	0	0
56765757	5	150	0	0
iuklklykl	5	150	0	0
wewqeqweqw	5	150	0	0
44444444444444	5	180	0	0
CoBach	5	150	22.601374973	88
KentHappy	5	150	0.000109867	0
zNHCzKieuNuBuff	5	180	11.199000022	25
®©fadfdsa	5	150	0	0
300Ù§«Ù1ÙC¸i	5	151	1.017135772	3
sadasdawqe	5	150	0	0
222222222	5	180	0.0005758029999999999	0
ghjghjgh	5	150	0	0
Bin77VD	4	150	2.000192988	15
26665656	5	150	0	0
jyjtjtrt	5	150	0	0
­qeqeqeqw	5	150	0	0
TOMORROW	5	150	0	0
efDSFSDFS	5	150	0	0
¢nÙThËpÙN­¬ng	4	150	4.000051774	31
¸dasdasd45	5	150	0	0
luongngocyen	4	150	4.026501971	31
GÊuÙTróc	4	159	7.700021124	40
werwrew	5	150	0	0
KenÙThiÕuÙGiaÙ	5	150	0	0
sdfsdfasfs	5	150	0	0
•TµoÄLao•ÙII	5	175	0.847073538	0
ewfqerfgvt	5	150	0	0
MaL0ng5	5	150	4.000035903	12
B­¬mÙTİmÙTİm	5	150	0	0
TMK2512	5	150	5.281499333	20
TMK2513	5	170	74.24265316100001	96
TMK2514	5	150	6.580626089	25
ulkukuuuuu	5	150	0	0
TMK2516	5	150	0	0
­ewrqerfqef	5	150	0	0
MocMaToc	5	152	18.418528781	71
dfbdfdgfgs	5	150	0	0
ÙÙZnatÙ	5	180	18.986750754	43
24342424	5	150	0	0
§­a§©uÙChóng§¸	5	150	1.997500257	6
ryhtyjhteuj	5	150	0	0
NTÙB×nhÙ02	5	150	8.646734156999999	33
NTÙB×nhÙ03	5	150	8.646724708000001	33
fgdfgxcv	5	150	0	0
NMBTank6	5	150	0	0
•GµÄM¸i•ÙI	5	162	36.001800377	62
ChetKoChay	5	150	0	0
uthtytyht	5	150	0	0
hacthanvuong	5	150	19.003267869	59
KinhHong	5	150	0.000258325	0
OngTrumNDC	5	162	22.81188998	39
asdwa1234sd	5	150	0	0
46rftgfg	5	150	0	0
ascasc13	5	150	0	0
yedthjtyjnuy	5	150	0	0
DuongLaoDai	5	200	0	0
SèngVÒ§ªm3	4	185	18.514701109	32
SèngVÒ§ªm2	4	185	18.037001164	31
SèngVÒ§ªm1	4	187	6.979804093	12
adadadf	5	150	0	0
sssssss	5	180	1.150000067	1
65y6y55	5	150	0	0
TLÙAÙKayÙ	4	190	18.83888134	29
LASTgamingTN	4	187	39.638988556	68
ThæYªu	5	151	4.005003269	15
T×nhÙKiÕmÙ	5	152	4.007660618	12
555224	5	150	0	0
…R­îu•G¹o•VN…	5	150	14.020088108	54
AdminJX	4	150	0	0
LastÙ§ËpÙTrai	4	185	14.39	24
uueuue	5	150	0	0
reeeeeeeeeeeeeee	5	150	0	0
ajdhsajhdjh	5	150	0	0
NghietSuc	5	150	0	0
ghjghjhj	5	150	0	0
3242342342	5	150	0	0
____Duong_Qua___	5	167	22.8038016	35
•JuDoÄThiªn§Õ•	5	350	0	0
NTÙB×nhÙ04	5	150	8.646731443	33
B¶oKª2	5	180	0	0
B¶oKª3	5	180	0	0
¤mÙBom	4	185	14.32	24
HOANTND	5	150	4.007531578	15
TayCh¬iBèGiµ@1	5	151	0.002	0
XeThieuLam	4	150	3.710411152	28
UyenÙDamÙTac	5	150	0.000681495	0
SieuNhan	5	2010	0	0
1211qqqq	5	150	0	0
qdrqafsf	5	150	0	0
ThaoMy3	5	150	0	0
ThaoMy1	5	150	0	0
ThaoMy2	5	150	0	0
hg5y55	5	150	0	0
qªrrerer	5	150	0	0
4asd15a1sd	5	150	0	0
MocThieuGia	5	150	1.309475917	5
rfewrwerwerw	5	150	0	0
gnfghfgh	5	150	0	0
zNHCzC­êngNguyÔn	5	180	27.201000571	61
eshtdrjhd	5	150	0	0
CLÙBua	5	150	2.718257886	10
GHJGHJGHJ1	5	150	0	0
12wedwdwd	5	150	0	0
B­¬mÙ§ã	5	153	6	18
23423424324234	5	150	0	0
6456a5sd	5	150	0	0
XaÙT¨ng	5	181	56.991320617	55
qwdqwd1	5	150	0	0
24545q4we5q4e54	5	150	0	0
Akasukiiii	5	150	0.406911867	1
GHJGHJGHJG	5	150	0	0
ttryrtgerty	5	150	0	0
TLBTÙVIP	5	180	0.00140001	0
rfewfwefwe	5	150	0	0
23423424	5	150	0	0
tytytytytytytyty	5	150	0	0
poukky	5	150	0	0
dsfsdf5d	5	150	0	0
123qwe124	5	150	0	0
alo111	5	150	0	0
conlon	5	180	0	0
KiÕm§åMaxx300	5	150	0	0
cjycjyd	5	150	0	0
qdqwqwe213	5	150	0	0
123456123	5	150	0	0
KiÕm§åMaxx309	5	150	0	0
qqwqweqw	5	150	0	0
L«iV­¬ng	4	150	2e-09	0
KiÕm§åMaxx306	5	150	0	0
KiÕm§åMaxx305	5	150	0	0
KiÕm§åMaxx304	5	150	0	0
KiÕm§åMaxx303	5	150	0	0
HµnÙB¨ngÙTÜnh	5	182	9.398518649	9
66a55a2	5	150	0	0
ÙAdministrator	5	180	11.410000004	11
a64sd56a4sd	5	150	0	0
hhhhhhhhhhhh	5	150	0	0
5645645645645	5	150	0	0
jklkjljkljkl	5	150	0	0
12312sdf	5	150	0	0
VDÙNEÙKU	5	162	18.300000603	31
hoangkim02	5	164	25.127738439	43
hoangkim03	5	159	18.911346237	49
hoangkim01	5	182	35.881388636	35
hoangkim04	5	159	18.567142027	48
ÂÊÔÔÔÌÌÌÒÒŞììò	0	150	0	0
anev03	4	150	0	0
zero1111111	5	150	0	0
TieuMonMon	5	162	29.194951091	50
fghfghfghfj	5	150	0	0
44444444	5	150	0	0
Qu¹tÙCh¶ÙCèm	5	150	0	0
SGÙJokerÙ2	5	150	24.280269858	94
SGÙJokerÙ1	5	150	23.261134553	90
CLÙ006	5	180	39.904428936	90
L·oÙTiÒuÙPhu	5	180	0	0
llllllllllllllll	5	150	0	0
TheÙEndÙII	5	160	0	0
ngami02	5	150	0	0
TrÇnHµVy	5	151	15.546182817	60
SGÙJokerÙ3	5	158	30.380228098	79
thgergreg	5	150	0	0
y54y5y5y	5	150	0	0
sdfgdg4sdf23	5	150	0	0
y554y5y5	5	150	0	0
6666666wwwww	5	150	0	0
123awa	5	150	0	0
B×nhÙLóa	5	150	0	0
654a564asd	5	150	0	0
jjjjjjjj	5	150	0	0
fdgdfgj	5	150	0	0
dfgfdgdf	5	150	0	0
qweqwasf	5	150	0	0
gè4e44t4	5	150	0	0
22222222222	5	150	8.001286296	25
…Vinh…@79	5	154	24.941414803	97
anev22	4	150	0	0
serhrsehs	5	150	0	0
ytkfty	5	150	0	0
4444444t	5	150	0	0
TLBtank2	5	150	0	0
TLBtank3	5	150	0	0
NgaMySex	4	150	6e-09	0
TLBtank5	5	150	0	0
KiÕm§åMaxx343	5	150	0	0
CHemPhatChetQueo	5	150	0	0
trúnginh5	5	180	0	0
KiÕm§åMaxx340	5	150	0	0
KiÕm§åMaxx347	5	150	0	0
KiÕm§åMaxx346	5	150	0	0
KiÕm§åMaxx345	5	150	0	0
KiÕm§åMaxx344	5	150	0	0
­qeddfsf	5	150	0	0
TLBtank0	5	150	0	0
KiÕm§åMaxx348	5	150	0	0
§­êngÙT¨ng	5	151	14.50003666	45
67690555	5	150	0	0
testevent	4	185	14.08	24
AnhÙBÇu	5	192	3	5
a3s2d6asd	5	150	0	0
234e1234	5	150	0	0
TLphandame	5	175	69.504983888	77
JohnWickTL	5	160	53.375927807	92
fdfdfdf	5	150	0	0
sdfsdfsdf112	5	150	0	0
sdfsdfds3	5	150	0	0
ytjttufkytk	5	150	0	0
JohnWichNMK	5	150	24.382361895	95
anev11	4	187	18.86	32
hnjghjghjhg	5	150	0	0
rdjtydrhtr	5	150	0	0
thgergrgr	5	150	0	0
jytjytjy	5	150	0	0
AKAKII	5	150	0.004658625	0
teeeeeee	5	150	0	0
IZODDDD	5	150	0	0
KiÕm§åMaxx321	5	150	0	0
KiÕm§åMaxx320	5	150	0	0
KiÕm§åMaxx323	5	150	0	0
c«nÙL«n	5	180	48.945287544	47
S­¤ngThÌmThŞt	5	150	0	0
KiÕm§åMaxx324	5	150	0	0
KiÕm§åMaxx327	5	150	0	0
KiÕm§åMaxx326	5	150	0	0
KiÕm§åMaxx329	5	150	0	0
KiÕm§åMaxx328	5	150	0	0
1123123213	5	150	0	0
vvvvvvvvvvv	5	180	0	0
ThİchHßaTh­îngÙ4	5	150	0	0
2KimTieuHoa2	5	150	1e-09	0
fgrg4rt45t	5	150	0	0
qreqrqwerfwef	5	150	0	0
sdfsdfsdfsd	5	150	0	0
q­eqeqer3	5	150	0	0
TL§Ù1ÙGãcÙTrêi	5	154	16.701221664	65
KiÕm§åMaxx332	5	150	0	0
KiÕm§åMaxx333	5	150	0	0
KiÕm§åMaxx330	5	150	0	0
ffsdfsd	5	150	0	0
KiÕm§åMaxx336	5	150	0	0
5yh5y5y6	5	150	0	0
KiÕm§åMaxx334	5	150	0	0
KiÕm§åMaxx335	5	150	0	0
dfdfsdfsfaf	5	150	0	0
gfhfghfg	5	150	0	0
KiÕm§åMaxx339	5	150	0	0
123qwe12	5	150	0	0
NDBuaVCL	5	158	30.003462533	78
SaoÙCòngÙ§­îc	5	150	3e-09	0
•NanhÄTr¾ng•	5	150	1.139000001	4
3a5s4d54asd414dr	5	150	0	0
2342341	5	150	0	0
ThienNhan	5	150	1.003047324	3
GHJGJGHJ	5	150	0	0
B­¬mÙTİm	5	152	29.726177479	92
lastÙanÙloz	5	150	0	0
23423434	5	150	0	0
232121	5	150	0	0
ÄKen•Boy•Ice•	5	176	15.633134314	17
ÙCËuÙBaÙ	5	150	0.799538758	3
ghjghjgh111	5	150	0	0
édfsdgfdrg6	5	150	0	0
ngamibuff	5	150	19.909375633	77
sdfsgfgs	5	150	0	0
DamDamTieuMuoi	5	150	0	0
thththtr	5	150	0	0
DS21312	5	150	0	0
KiÕm§åMaxx310	5	150	0	0
KiÕm§åMaxx311	5	150	0	0
TrêiSËpDËpD¸i	5	362	22.88	39
KiÕm§åMaxx313	5	150	0	0
KiÕm§åMaxx314	5	150	0	0
KiÕm§åMaxx315	5	150	0	0
KiÕm§åMaxx316	5	150	0	0
KiÕm§åMaxx317	5	150	0	0
KiÕm§åMaxx318	5	150	0	0
KiÕm§åMaxx319	5	150	0	0
xConLonPhaix	5	150	0.000204657	0
IronÙMan	5	150	0.182074721	0
234234243432434	5	150	0	0
234wr342	5	150	0	0
1qwewewe	5	150	0	0
H¶iÙGµÙBMT3Ù47	4	156	0.932832135	4
xNguDocGiaox	5	151	0	0
TVBBaDao	5	180	0.411000003	0
asdasdq1	5	150	0	0
greregrtg	5	150	0	0
VDQÙTKÙ01	5	150	0	0
VA0000011	5	150	8.001028397000001	25
asasfqwr	5	160	30	52
yukuykgy	5	150	0	0
ghjghjghj	5	150	0	0
chocthoichimzz	4	150	0.021911195	0
rrttrytry	5	150	0	0
gfgfgfg	5	150	0	0
MOC5DC	5	150	4.007711006	15
OngCBR	5	161	0.0005793490000000001	0
fsfsdfsdf	5	150	0	0
TLÙVIP	5	180	0.04040001	0
0222222222222222	5	150	0.237880205	0
2342344	5	180	0	0
TheÙEndÙ	5	160	53.90207227	93
SsSsSs	5	150	0	0
ópÙSät1	5	180	0	0
Bingamy	5	150	0.009198855000000001	0
akjslkdasd424	5	150	0	0
KhoaÙ34	5	180	0	0
weqweqwe	5	150	0	0
MaL0ng	5	150	4.000083018	12
MAIÙSIUÙPHONG	4	150	0.000149657	0
ClGiaKy	4	150	0.8232334	6
a5sd5asd6	5	150	0	0
¢nÙThiªnÙChİnh	4	150	2.999620632	23
33s55s2	5	150	0	0
Ng¹oÙTuyÕtÙ7	5	150	7.401790703	28
LongChimCong	4	189	5.290000616	9
qeqwew534646	5	150	0	0
22343343	5	150	0	0
ertertret	5	150	0	0
ÙÙÙCCÙÙÙ	4	150	0	0
KIEMKV	5	150	0	0
9452sd	5	150	0	0
MÌo§en	5	150	0.5002730010000001	1
BïmBïm	4	153	8.860233021000001	69
ghjghjgh5	5	150	0	0
AnhTrai0	4	150	1.000500763	7
AnhTrai3	4	154	1.500084938	11
qwqwqwqwqw	5	150	0	0
ChãÙcaÙca	5	184	39.775690019	90
ui755u5	5	150	0	0
VâÙ§angÙQuyÒn	5	181	22.040087326	50
D­¬ngÙTiªu	5	150	1.00018274	3
3453453534	5	150	0	0
qwqweq213	5	150	0	0
rtyyryer	5	150	0	0
qwedqwdqf	5	150	0	0
Th»ngÙBêm	5	181	21.997437032	49
C¸iBang	5	180	0	0
Ng¹oÙTuyÕtÙ5	5	150	7.401794378	28
Ng¹oÙTuyÕtÙ4	5	150	7.416858317	28
Ng¹oÙTuyÕtÙ3	5	150	7.616985303	29
Ng¹oÙTuyÕtÙ2	5	150	7.816837306	30
ÙTh¸iÙB¶o	4	150	0	0
dfcgvcl	5	150	0	0
KiÕm§åMaxx560	5	150	0	0
KiÕm§åMaxx561	5	150	0	0
GHJGGHHS	5	150	0	0
KiÕm§åMaxx564	5	150	0	0
KiÕm§åMaxx565	5	150	0	0
KiÕm§åMaxx562	5	150	0	0
KiÕm§åMaxx563	5	150	0	0
eeeeeeee	5	150	0	0
123ÙZo	5	150	0	0
refgfyrtert	5	150	0	0
r34r34r34	5	150	0	0
6565sfad56	5	150	0	0
vbvb6a	5	150	0	0
KiÕm§åMaxx568	5	150	0	0
KiÕm§åMaxx569	5	150	0	0
KiÕm§åMaxx566	5	150	0	0
rergdfg	5	150	0	0
eqrwqrwrwerw	5	150	0	0
sdrtyhrtrt	5	150	0	0
asdasd23434esder	5	150	0	0
TuÙLinhÙ1	5	151	16.005866013	50
TuÙLinhÙ3	5	151	16.005914211	50
KiÕm§åMaxx590	5	150	0	0
TuÙLinhÙ5	5	151	16.006026183	50
KiÕm§åMaxx592	5	150	0	0
KiÕm§åMaxx595	5	150	0	0
Ìwsfsdfws	5	150	0	0
Tomxll	5	150	9.04792597	35
NhŞ§éc	5	150	0.0007887700000000001	0
ThuyÙKieu	0	150	0	0
NMÙNgaÙMi	0	150	0	0
jkhjkjhkjh	5	150	0	0
¸dasd5	5	150	0	0
r4rt44t4	5	150	0	0
rererwef	5	150	0	0
EmÙTuæiÙMÑo	5	166	39.536501335	61
TamAn1	5	180	0	0
KiÕm§åMaxx597	5	150	0	0
KiÕm§åMaxx596	5	150	0	0
KiÕm§åMaxx599	5	150	0	0
ThiÕuL©mTräc§Çu	5	180	8.133464065	7
ghjghjghj4trr	5	150	0	0
tgtfhtrfh	5	150	0	0
nkjhkjhkjh	5	150	0	0
KiÕm§åMaxx581	5	150	0	0
MétÙXo¸yÙN»mÙIm	5	150	23.001939495	89
KiÕm§åMaxx583	5	150	0	0
KiÕm§åMaxx584	5	150	0	0
KiÕm§åMaxx585	5	150	0	0
ThèngÙLÜnh	5	150	2.250650055	8
adasd11q1	5	150	0	0
fjfkkkew	5	150	0	0
ddfgdfgdg	5	150	0	0
T0mÙMl	5	150	8.999956873	35
HuyÕtÙ§ao	5	150	0	0
KiÕm§åMaxx586	5	150	0	0
KiÕm§åMaxx587	5	150	0	0
KiÕm§åMaxx588	5	150	0	0
KiÕm§åMaxx589	5	150	0	0
gdfg345dg	5	150	0	0
MrÙChİÙM¹nh	5	167	29.608338635	46
fdsoihfsd	5	2200	0	0
ytjuyuy	5	150	0	0
êwrerewr	5	150	0	0
NhÊtKiÕmPh¸Thiªn	5	150	0	0
1eqwewdw	5	150	0	0
ewqeqer3fef	5	150	0	0
TLÙNhµnÙ5ÙTñi	5	167	62.439189931	97
grgrgrgyu	5	150	0	0
HoaHoa	5	160	0	0
••ÙBĞÙÄÙPhôHåÙ••	5	187	83.255317156	72
­dqqq®	5	150	0	0
FGFGHFHGF	5	150	0	0
gfdgfdg	5	2200	0	0
TVTbLAack	5	150	7.9943e-05	0
MissÙFortune	5	186	114.719840166	99
1XeB¨ng	4	150	0	0
hgjghjhgj	5	150	0	0
fgfgfrsdg5	5	150	0	0
SuMocHoa	5	150	0.000155263	0
V§ÙBª§ª	5	157	18.010444143	56
454trtsdfsdf	5	150	0	0
q­eqrqere	5	150	0	0
hgjghjh	5	150	0	0
qweqweqwe23625	5	150	0	0
5366546	5	150	0	0
00oÙHDKÙ40Ùo00	5	150	0	0
5DocÙÙ	5	151	25.019491666	78
ThieuLamDaoBuff6	5	185	14.037077383	31
dsfrdf45sdaf1	5	150	0	0
TNDÙNo1	5	150	0	0
tieuÙky	5	150	0.011700027	0
T©yÙ§écÙ	5	150	0.399533437	1
VòÙN÷Ù§aÙT×nh	5	150	0	0
56565255	5	150	0	0
SiªuNh©nTr¾ng	5	150	0	0
qqqqqqqqqq3333	5	150	0	0
dfgfdgfdfgfdgfd	5	150	0	0
hfvbfsdgf	5	150	0	0
­qawe52	5	150	0	0
NMÙM¹nh	5	160	26.004428091	45
MrCuBonNo1	5	150	0	0
fsfdsfsdfsd	5	150	0	0
qwdqwd2131	5	150	0	0
46fggj	5	150	0	0
qwqwwdfwf	5	150	0	0
18cmÙNMC	5	180	5.003500004	11
5yy5y54y545	5	150	0	0
GiangHåS¾pCH×m	5	162	25.265001744	43
1234552452	5	150	0	0
ddfdfgdfg	5	150	0	0
kjyjyyuj	5	150	0	0
PhãHångTuyÕt	5	150	1.001583101	3
BïmChİu	4	150	0	0
N§ÙBª§ª	5	156	21.005381867	65
PSÙVDQ	5	150	17.00302247	53
sdfsderqrqr	5	150	0	0
ChÕtÙMÊtÙX¸c2	5	150	0	0
qweerqwq	5	150	0	0
654654f	5	150	0	0
¸64d6a6sd	5	150	0	0
ChÕtÙMÊtÙX¸c1	5	158	2.8	7
ewrwet34as12	5	150	0	0
aaaaaaaaaaaaa3	4	150	0	0
giligul	5	150	0	0
HEMOC5DC	5	150	6.009122605	23
qqereqwre3	5	150	0	0
fsfsfgsgs	5	150	0	0
ytjytjfyt	5	150	0	0
q­eqweeeeeeee	5	150	0	0
ConÙG¸iÙChã	5	153	30.520348613	95
TYDDao	5	150	0	0
23423e2213	5	150	0	0
sadasd434	5	150	0	0
qweqwe123q1	5	150	0	0
SHÙ150iii	5	150	23.010023694	71
q­eqweqwe	5	150	0	0
NGAMYBUFF	5	180	0.100917858	0
HEMOCDMN	5	150	6.009345151	23
RTERTERT	5	150	0	0
ÙÙ4ÙÙÙ	5	161	8.055987102	13
DuongTamLang	5	150	0	0
­qeqeqweqw	5	150	0	0
xx7up4	5	151	0	0
xx7up3	5	170	35.937993082	46
xx7up2	5	167	23.934268691	37
ÙMÙAÙFÙIÙAÙ	5	2200	0	0
t55456	5	150	0	0
ÙÙÙCLÙÙ	4	150	0	0
HuTruc	5	150	0.000991773	0
xx7up9	5	150	12.000386959	46
xx7up8	5	150	12.000092888	46
zxcsxcvad1	5	150	0	0
ht5655655	5	150	0	0
thienvuongdao	5	150	0.001463414	0
fkukyuk	5	150	0	0
thfghfg564as	5	150	0	0
asdasd2233	5	150	0	0
TOIÙLAÙAI	4	185	27.658305146	48
B¹chÙCöuÙPh­îng	5	181	48.857039663	47
rgweftefe	5	150	0	0
zNHCzCuongNguyen	5	180	31.197547674	70
TiÒnÙ03	5	150	2.892003686	11
TiÒnÙ04	5	150	2.391732415	9
NMCEmKimCoBong	5	150	0.499620674	1
TiÒnÙ02	5	150	2.891067447	11
RichÙTrÇnÙ	5	192	11.401708092	8
18cmÙok	4	166	15.329065317	47
656a5sd	5	150	0	0
hjghjghkj	5	150	0	0
Chicken29	5	150	0.003092198	0
Chicken28	5	150	0.002899061	0
gdfoigfd	5	2200	0	0
34242234324	5	150	0	0
ThieuLam	5	150	7.901160008	30
Even22	5	150	0	0
tyujhtyjryu	5	150	0	0
­efwsfwsfsfsf	5	150	0	0
vdvdvdvd	4	200	0	0
Discord	5	150	0.005548611	0
BïmÙBïmÙChiu	4	189	5.849914352	10
CaiBang123	5	150	0	0
122e34r5t	5	150	0	0
TVCÙNo1	5	150	0	0
hjghjghjh	5	150	0	0
123123qwe12	5	150	0	0
TrôÙV­¬ng	5	150	0	0
3434er343w1	5	150	0	0
D©mTÆc	5	150	0.000105508	0
42342342	5	150	0	0
N¨mÙ§éc	5	180	5.942e-06	0
1111111	5	150	0	0
Ng©nÙDuÖÙC¬	5	180	0	0
asdasd124sed	5	150	0	0
Instagram	5	150	10.964391452	42
VUHONDAISOAI	5	169	17	26
HoµngÙTr­êngÙ	5	180	1.3834e-05	0
SaiGon333	5	180	9.99937875	22
u6u6u56u	5	150	0	0
Khuemoxlang3	5	151	20.532232802	64
BĞÙKháeÙBĞÙTr©u	5	150	0	0
TvChienTv	5	150	0	0
56y54y5y54	5	150	0	0
534r3r34r34	5	150	0	0
NDT33333	5	161	4.975571588	8
ghfghfgh	5	150	0	0
LuXaBu	5	180	3.999870702	9
KiÕm§åMaxx389	5	150	0	0
asdasd234	5	150	0	0
ThanSam	5	150	0	0
LuuManh1	0	150	0	0
KiÕm§åMaxx440	5	150	0	0
khjvujh	5	150	0	0
test001	5	150	0	0
fgfgfgfgf5	5	150	0	0
tnnnnnnnnnnnnn	3	152	2.211653936	34
TµnÙS¸t	4	150	0	0
7i7ui67	5	150	0	0
RiªngÙ1ÙGãcÙTrêi	5	169	39.530799251	61
KimLong	5	150	24.886323272	97
hjghjghvbnvb	5	150	0	0
NMbuffpro	4	150	0	0
HEMOCDM	5	150	6.00782682	23
1111111111111111	5	150	0	0
DuongÙMon2	5	157	2.000002127	6
TuyÕtHång§ªm§«ng	5	160	30.661201228	53
qweqwe	5	150	0	0
rgrgreeg	5	150	0	0
4KimTieuHoa4	5	150	0	0
Thongla4	5	150	2.11384122	8
regergrg	5	150	0	0
NháÙCon	5	150	0	0
VinhÙSª	5	193	15.54994117	29
rtdfghfg	5	150	0	0
fdfdffd	5	150	0	0
fghgfhfghfg	5	150	0	0
thanhduy1	5	150	0.000957737	0
PSÙCLD	5	150	17.002930821	53
§¹iÙKiÕmÙTiªn	4	150	0.000611709	0
23f23e23d	5	150	0	0
ThienHaDeNhatDao	4	150	0	0
AEÙBIP	5	150	0	0
ThiÕuL©mBª§ª	5	180	7.516855448	7
12x12xsX	5	150	0	0
•ÙJohnÙÄÙWickÙ•	5	191	97.276987316	75
4231324324	5	150	0	0
Chicken31	5	150	0.002133155	0
hjidzvbihjasc	5	150	2.014056249	7
KiÕm§åMaxx301	5	150	0	0
Chicken30	5	150	0.002371283	0
565tgdfg	5	150	0	0
THANHNULUONHOI	0	150	0	0
•Ä•Trang•	5	175	51.784634423	57
123qwe	5	150	0	0
fhsrhteh	5	150	0	0
TheÙEndÙI	5	150	20.299646051	79
dfgdfgdfg1	5	150	0	0
yyyyyyyyyyyyyyyy	5	150	0	0
…B×nhÄLóa…@63	5	351	12.633164402	49
TiÓu§«ngTµ	5	150	0	0
qqqqqqqqq	4	150	1.700000001	13
6a54s6d46a54sd	5	150	0	0
¸d6a4sd	5	150	0	0
•JuDoÄMa§¹o•	5	159	35.181723149	91
xexexe6	5	150	24.003434958	75
gjhgjghj	5	150	0	0
____Co_§éng___	5	172	0	0
jkhjkhjk67	5	150	0	0
MyKelly1	5	163	22.12883786	38
TAKERRR	5	150	0	0
MyKelly3	5	162	44.82760881	77
MyKelly2	5	162	28.180601214	48
TOMORROW01	5	150	0	0
tlllllll	4	150	0.000146568	0
°•ConÄKÆt•°	5	150	4.802469201	18
BµÙGiµÙVP	4	150	2.708950797	21
VinhÙSÖ	5	150	0	0
ÙÙÙÙÙÙÙÙminak	5	150	0	0
zNHCzThæLOng	5	151	15.204131304	47
thdrtjtr	5	150	0	0
jjkhhjhh	5	150	0	0
ThuyYenHoaSuII	5	150	8.001416524	25
scxcvv6	5	150	0	0
f12f21f	5	150	0	0
23e23e23	5	150	0	0
iyutyyt	5	150	0	0
JohnWickND	5	150	12.047854374	47
zVyThyz	4	150	0	0
cllllllll	4	150	0.00025701	0
­qeqweqeq	5	150	0	0
BĞÙChãÙcon	5	153	18.737453091	58
HoaTND	4	185	14.055101223	24
§écQu¸i	5	151	3.00000004	11
23f23f1	5	150	0	0
¦uÙTiªnÙHÖÙThuû	5	180	1e-09	0
ThiÕuL©m	5	180	50.224136458	49
KiÕm§åMaxx308	5	150	0	0
D©nCh¬i§ÊtC¶ng	5	190	113.208652651	88
itklilol	5	150	0	0
guefswefrh	5	150	0	0
SuongNhi	5	150	0.000216798	0
21131wq	5	150	0	0
tkuykuy	5	150	0	0
vfvsafvadv	5	150	0	0
KiÕm§åMaxx362	5	150	0	0
L·oÙGiµÙVP	4	150	3.608938659	28
64566re	5	150	0	0
GiangHoÙLangTu	5	190	20	15
BADGIRLÙ17	5	181	15.011729079	34
¢uÙThiªnÙMa	5	180	48.444881727	47
45454545452	5	150	0	0
gfgfgfg9	5	150	0	0
rtyrtryt	5	150	0	0
h55y55y5	5	150	0	0
12313ewq12324	5	150	0	0
tessteven	5	165	0	0
NhacLinhSan	5	156	27.329040308	71
BenÙBaby	4	191	41.286636984	64
maxdoc	5	180	3.8543e-05	0
hjhgjhg	5	150	0	0
TuLaThienHai	5	150	1.000378894	3
ThieuLamSex	4	150	0	0
jhkhjkhjkj	5	150	0	0
hghdssyr	5	150	0	0
VDÙNhµnÙ5ÙTñi	5	160	10.90591066	18
12dqwdqwd12d	5	150	0	0
TháTr¾ngL«ng§en	5	175	40.02502314	44
­eweqeqae	5	150	0	0
•QuúnhÄTrang•	5	195	109.479163465	77
aaaaaaaaaa3eds	5	150	0	0
ChóÙTiÓuÙ	5	150	0	0
eqweqweqweq	5	150	0	0
gfhnnk	5	150	0	0
TháCon3	5	150	7.855007084	30
¢nÙTèÙTè	4	150	3.001062008	23
V«ÙDanhÙKh¸chÙ2	5	150	0.046590633	0
grgrger	5	150	0	0
KiÕm§åMaxx291	5	150	0	0
HuyenTrang	4	150	0	0
grgregre	5	150	0	0
KiÕnÙThÇnÙT¨ng	5	182	38.959525796	38
gfgrgrg	5	150	0	0
dasyhgdasgudygua	5	150	0	0
sdfsdfqwrqw2	5	150	0	0
MANHAN	5	150	7.53800002	29
KiÕm§åMaxx429	5	150	0	0
ghjhgh	5	150	0	0
saddasdasdf	5	150	0	0
rêrer34	5	150	0	0
KiÕm§åMaxx402	5	150	0	0
yhjtyyyj	5	150	0	0
2324sd234sd	5	150	0	0
vvvsAFedf	5	150	0.001196216	0
ÙÙNMCÙÙ	4	150	0.246489568	1
…•§¹i•Ca•…Ù	5	364	31.686362956	55
KiÕm§åMaxx415	5	150	0	0
A00003	5	150	31.01880413	96
NgaMiK48	5	151	11.933800666	37
jjkhkgjh	5	150	0	0
ÙÙ§ŞnhÙMÖnh	5	180	14.002412919	31
a645s6da6sd	5	150	0	0
werwerew	5	150	0	0
KiÕm§åMaxx532	5	150	0	0
BONÙANÙHAI	4	182	17.65	34
34r34r3r3r	5	150	0	0
rewrwfwfwf	5	150	0	0
232342423	5	150	0	0
trdjtrjr	5	150	0	0
AnhTrai1	4	150	0.00042	0
5§BÙ1ÙGãcÙTrêi	5	154	7.958624207	31
q­eqewe3	5	150	0	0
234qwe1234	5	150	0	0
Ng¹oÙTuyÕtÙ6	5	150	7.416888828	28
____Khæ_Qua___	5	166	33.510628975	52
ÙTûPhóÙTiÒnLÎÙ	5	164	0.5	0
erterete	5	150	0	0
6564656jj3	5	150	0	0
hfghfg45	5	150	0	0
§õng§¸nhVµoMÆt	5	150	1.542107466	6
ClHieub57	5	157	8.525304263000001	26
0ocatlo	5	180	0.999870018	2
TrÇnHµVyTY	5	159	10.110841888	26
GoogleChrome	5	150	0.005281963	0
ÙÙABCÙÙ3	5	174	61.050900175	79
6yu5767564	5	150	0	0
ÙMÙAÙFÙIÙA	5	2200	0	0
